jackknife,year,region_combined,mean_species_diversity
Invertebrate,1997.0,PWS/Cook Inlet,1.3372419044407355
Invertebrate,1997.0,Southeast,1.896985984668518
Invertebrate,1997.0,NA,1.3847661506324407
Invertebrate,1998.0,Alaska Peninsula,1.3700930123995296
Invertebrate,1998.0,Bristol Bay,1.108384141682658
Invertebrate,1998.0,Kodiak,1.5809070648060672
Invertebrate,1998.0,PWS/Cook Inlet,1.509920181029857
Invertebrate,1998.0,Southeast,1.8830595449660599
Invertebrate,1998.0,NA,1.5367564978249244
Invertebrate,1999.0,Alaska Peninsula,1.3119130160503218
Invertebrate,1999.0,Bristol Bay,1.051978029127989
Invertebrate,1999.0,Kodiak,1.440882537903858
Invertebrate,1999.0,PWS/Cook Inlet,1.4186663186658406
Invertebrate,1999.0,Southeast,1.7718545391356244
Invertebrate,1999.0,NA,1.3760129589438008
Invertebrate,2e3,Alaska Peninsula,1.341513575733402
Invertebrate,2e3,Bristol Bay,1.0417533794949272
Invertebrate,2e3,Kodiak,1.553784765936107
Invertebrate,2e3,PWS/Cook Inlet,1.6044470008815361
Invertebrate,2e3,Southeast,1.8192690362085389
Invertebrate,2e3,NA,1.259828069113691
Invertebrate,2001.0,Alaska Peninsula,1.4037411324511961
Invertebrate,2001.0,Bristol Bay,1.0850847407031765
Invertebrate,2001.0,Kodiak,1.6000516920574652
Invertebrate,2001.0,PWS/Cook Inlet,1.4745281507091508
Invertebrate,2001.0,Southeast,1.8775423605498118
Invertebrate,2001.0,NA,1.234260735261848
Invertebrate,2002.0,Alaska Peninsula,1.3470362940359462
Invertebrate,2002.0,Bristol Bay,1.0992654298603437
Invertebrate,2002.0,Kodiak,1.5094246684840618
Invertebrate,2002.0,PWS/Cook Inlet,1.505333346123537
Invertebrate,2002.0,Southeast,1.7802832838411657
Invertebrate,2002.0,NA,1.19187180052856
Invertebrate,2003.0,Alaska Peninsula,1.3501815304794174
Invertebrate,2003.0,Bristol Bay,1.0652324102120738
Invertebrate,2003.0,Kodiak,1.4488989621620958
Invertebrate,2003.0,PWS/Cook Inlet,1.4338465356573835
Invertebrate,2003.0,Southeast,1.7729856387852594
Invertebrate,2003.0,NA,1.189072330982009
Invertebrate,2004.0,Alaska Peninsula,1.1406918998249713
Invertebrate,2004.0,Bristol Bay,1.064074219275664
Invertebrate,2004.0,Kodiak,1.4991829730081399
Invertebrate,2004.0,PWS/Cook Inlet,1.5102499999543935
Invertebrate,2004.0,Southeast,NaN
Invertebrate,2004.0,NA,1.1619770383996537
Invertebrate,2005.0,Alaska Peninsula,1.2424022946623081
Invertebrate,2005.0,Bristol Bay,1.0648385738547832
Invertebrate,2005.0,Kodiak,1.4629625638897914
Invertebrate,2005.0,PWS/Cook Inlet,1.3898592969982653
Invertebrate,2005.0,Southeast,1.8278674328410833
Invertebrate,2005.0,NA,1.2063389868378622
Invertebrate,2006.0,Alaska Peninsula,1.3093356992771397
Invertebrate,2006.0,Bristol Bay,1.0779277190916514
Invertebrate,2006.0,Kodiak,1.6115131477534443
Invertebrate,2006.0,PWS/Cook Inlet,1.5226815616554634
Invertebrate,2006.0,Southeast,1.786408645177733
Invertebrate,2006.0,NA,1.1455863529286245
Invertebrate,2007.0,Alaska Peninsula,1.3401686435773312
Invertebrate,2007.0,Bristol Bay,1.052329970327242
Invertebrate,2007.0,Kodiak,1.5312851285572648
Invertebrate,2007.0,PWS/Cook Inlet,1.3383674382817636
Invertebrate,2007.0,Southeast,1.7918682261983994
Invertebrate,2007.0,NA,1.1464933662539418
Invertebrate,2008.0,Alaska Peninsula,1.487564442595043
Invertebrate,2008.0,Bristol Bay,1.062373526801727
Invertebrate,2008.0,Kodiak,1.702787008699719
Invertebrate,2008.0,PWS/Cook Inlet,1.5805204405085436
Invertebrate,2008.0,Southeast,1.6961280359732107
Invertebrate,2008.0,NA,1.2652673950249727
Invertebrate,2009.0,Alaska Peninsula,1.4503763793473394
Invertebrate,2009.0,Bristol Bay,1.0452704797925465
Invertebrate,2009.0,Kodiak,1.5215201923698334
Invertebrate,2009.0,PWS/Cook Inlet,1.5405990864119623
Invertebrate,2009.0,Southeast,1.8122575262084746
Invertebrate,2009.0,NA,NaN
Invertebrate,2010.0,Alaska Peninsula,1.4522103727338458
Invertebrate,2010.0,Bristol Bay,1.0726362779426726
Invertebrate,2010.0,Kodiak,1.6209986836200376
Invertebrate,2010.0,PWS/Cook Inlet,1.5462153838591903
Invertebrate,2010.0,Southeast,1.8674313370382412
Invertebrate,2010.0,NA,1.7203955538568227
Invertebrate,2011.0,Alaska Peninsula,1.472481958708752
Invertebrate,2011.0,Bristol Bay,1.0466505301537492
Invertebrate,2011.0,Kodiak,1.569061214811733
Invertebrate,2011.0,PWS/Cook Inlet,1.3614178673063686
Invertebrate,2011.0,Southeast,1.823459384795279
Invertebrate,2011.0,NA,1.520643866974263
Invertebrate,2012.0,Alaska Peninsula,1.3842591113506104
Invertebrate,2012.0,Bristol Bay,1.0833187925618335
Invertebrate,2012.0,Kodiak,1.5636953934588875
Invertebrate,2012.0,PWS/Cook Inlet,1.4560057727143507
Invertebrate,2012.0,Southeast,1.8062453769455085
Invertebrate,2012.0,NA,1.5112688988847012
Invertebrate,2013.0,Alaska Peninsula,1.3990562810223997
Invertebrate,2013.0,Bristol Bay,1.0669387560529326
Invertebrate,2013.0,Kodiak,1.4632528314359379
Invertebrate,2013.0,PWS/Cook Inlet,1.4392182693466937
Invertebrate,2013.0,Southeast,1.835973819888892
Invertebrate,2013.0,NA,1.4638878947512355
Invertebrate,2014.0,Alaska Peninsula,1.377269462305548
Invertebrate,2014.0,Bristol Bay,1.073806931013727
Invertebrate,2014.0,Kodiak,NaN
Invertebrate,2014.0,PWS/Cook Inlet,1.3577479359783327
Invertebrate,2014.0,Southeast,1.8610970814247794
Invertebrate,2014.0,NA,1.4548733249734949
None,1985.0,Alaska Peninsula,1.5240154903098506
None,1985.0,Bristol Bay,1.219394884697054
None,1985.0,Kodiak,1.689805409116393
None,1985.0,PWS/Cook Inlet,1.6656470905346306
None,1985.0,Southeast,1.9779030286761745
None,1985.0,NA,1.7028631989891838
None,1986.0,Alaska Peninsula,1.5050153500837478
None,1986.0,Bristol Bay,1.1404354046619254
None,1986.0,Kodiak,1.6137386924017716
None,1986.0,PWS/Cook Inlet,1.6523891732251177
None,1986.0,Southeast,1.9175280243398647
None,1986.0,NA,1.6598656063291966
None,1987.0,Alaska Peninsula,1.4954788722607233
None,1987.0,Bristol Bay,1.1207906346036283
None,1987.0,Kodiak,1.6871042956917253
None,1987.0,PWS/Cook Inlet,1.4237292638796997
None,1987.0,Southeast,2.070842219282304
None,1987.0,NA,NaN
None,1988.0,Alaska Peninsula,1.8516750019667814
None,1988.0,Bristol Bay,1.152160486130583
None,1988.0,Kodiak,1.7038319734863738
None,1988.0,PWS/Cook Inlet,1.67220252422265
None,1988.0,Southeast,2.125398580031303
None,1988.0,NA,1.78412252493421
None,1989.0,Alaska Peninsula,1.473482065395106
None,1989.0,Bristol Bay,1.134762768760042
None,1989.0,Kodiak,1.267872653320291
None,1989.0,PWS/Cook Inlet,1.343936500571681
None,1989.0,Southeast,1.9434767225822243
None,1989.0,NA,NaN
None,1990.0,Alaska Peninsula,1.4253948577121633
None,1990.0,Bristol Bay,1.0800679307530807
None,1990.0,Kodiak,1.553028374486732
None,1990.0,PWS/Cook Inlet,1.5567812169520716
None,1990.0,Southeast,1.9690968122803658
None,1990.0,NA,1.7417817594875729
None,1991.0,Alaska Peninsula,1.4661539810069613
None,1991.0,Bristol Bay,1.093082534137624
None,1991.0,Kodiak,1.7167920363294291
None,1991.0,PWS/Cook Inlet,1.5695500059574743
None,1991.0,Southeast,1.9951817200177335
None,1991.0,NA,1.6936778714235028
None,1992.0,Alaska Peninsula,1.3709138688721525
None,1992.0,Bristol Bay,1.087616162159225
None,1992.0,Kodiak,1.5266546005918722
None,1992.0,PWS/Cook Inlet,1.4594798378700504
None,1992.0,Southeast,1.893682679210222
None,1992.0,NA,1.6109040189793473
None,1993.0,Alaska Peninsula,1.3993436869900264
None,1993.0,Bristol Bay,1.0630977598455462
None,1993.0,Kodiak,1.6948459153692792
None,1993.0,PWS/Cook Inlet,1.5394263542722488
None,1993.0,Southeast,2.0242815269275134
None,1993.0,NA,1.4193026783544442
None,1994.0,Alaska Peninsula,1.574547622453807
None,1994.0,Bristol Bay,1.0951618588313303
None,1994.0,Kodiak,1.7326565801846094
None,1994.0,PWS/Cook Inlet,1.6506631321573153
None,1994.0,Southeast,1.9415058701409427
None,1994.0,NA,1.3516976889828978
None,1995.0,Alaska Peninsula,1.4325989168222921
None,1995.0,Bristol Bay,1.090557655165868
None,1995.0,Kodiak,1.672762289722268
None,1995.0,PWS/Cook Inlet,1.6563588680805637
None,1995.0,Southeast,1.9274675629129943
None,1995.0,NA,1.6431922790038815
None,1996.0,Alaska Peninsula,1.3206846238459713
None,1996.0,Bristol Bay,1.0833400438867267
None,1996.0,Kodiak,1.3937076359153442
None,1996.0,PWS/Cook Inlet,1.3491153615164702
None,1996.0,Southeast,1.8475359443899735
None,1996.0,NA,1.309128035619381
None,1997.0,Alaska Peninsula,1.3551041549504883
None,1997.0,Bristol Bay,1.0831489429701597
None,1997.0,Kodiak,1.6956245443826088
None,1997.0,PWS/Cook Inlet,1.3334063451213665
None,1997.0,Southeast,1.9122799621224145
None,1997.0,NA,1.4172684119200145
None,1998.0,Alaska Peninsula,1.3696065224256389
None,1998.0,Bristol Bay,1.108384141682658
None,1998.0,Kodiak,1.5809250776282682
None,1998.0,PWS/Cook Inlet,1.502410898201322
None,1998.0,Southeast,1.9154356980694078
None,1998.0,NA,1.5449982735488643
None,1999.0,Alaska Peninsula,1.310815892990405
None,1999.0,Bristol Bay,1.051978029127989
None,1999.0,Kodiak,1.4395585064016858
None,1999.0,PWS/Cook Inlet,1.4123914968383744
None,1999.0,Southeast,1.8081433288917974
None,1999.0,NA,NaN
None,2e3,Alaska Peninsula,1.3386407691732902
None,2e3,Bristol Bay,1.0417533794949272
None,2e3,Kodiak,1.5516918684580423
None,2e3,PWS/Cook Inlet,1.5959522507447677
None,2e3,Southeast,1.8397867933609957
None,2e3,NA,1.3234535311809403
None,2001.0,Alaska Peninsula,1.4161439959540183
None,2001.0,Bristol Bay,1.0850847407031765
None,2001.0,Kodiak,1.6148929435972357
None,2001.0,PWS/Cook Inlet,1.467767505619717
None,2001.0,Southeast,1.8810461782258017
None,2001.0,NA,1.3066354195894647
None,2002.0,Alaska Peninsula,1.347362367879851
None,2002.0,Bristol Bay,1.0992654298603437
None,2002.0,Kodiak,NaN
None,2002.0,PWS/Cook Inlet,1.4976441316802311
None,2002.0,Southeast,1.8036482307527164
None,2002.0,NA,1.2647043460772334
None,2003.0,Alaska Peninsula,1.3526658833824006
None,2003.0,Bristol Bay,1.0652324102120738
None,2003.0,Kodiak,1.4590589529990448
None,2003.0,PWS/Cook Inlet,1.4278735498161297
None,2003.0,Southeast,1.8069579498890973
None,2003.0,NA,1.2699753587873859
None,2004.0,Alaska Peninsula,1.1424141535351104
None,2004.0,Bristol Bay,1.064074219275664
None,2004.0,Kodiak,1.5245164866974052
None,2004.0,PWS/Cook Inlet,1.5036990040177032
None,2004.0,Southeast,NaN
None,2004.0,NA,1.2497707229377828
None,2005.0,Alaska Peninsula,1.2707910440158543
None,2005.0,Bristol Bay,1.0648385738547832
None,2005.0,Kodiak,1.486431696446962
None,2005.0,PWS/Cook Inlet,1.3844083058290573
None,2005.0,Southeast,1.829644065813398
None,2005.0,NA,1.2247553730160148
None,2006.0,Alaska Peninsula,1.3222012918601074
None,2006.0,Bristol Bay,1.0779277190916514
None,2006.0,Kodiak,1.625296927965571
None,2006.0,PWS/Cook Inlet,1.5137119637362275
None,2006.0,Southeast,1.7870329619980692
None,2006.0,NA,1.164124645255278
None,2007.0,Alaska Peninsula,1.3448284101333279
None,2007.0,Bristol Bay,1.052329970327242
None,2007.0,Kodiak,1.5421083928347918
None,2007.0,PWS/Cook Inlet,1.3349439069894706
None,2007.0,Southeast,1.774251936064993
None,2007.0,NA,1.1655999777609793
None,2008.0,Alaska Peninsula,1.4944268721279825
None,2008.0,Bristol Bay,1.062373526801727
None,2008.0,Kodiak,1.7119852897726209
None,2008.0,PWS/Cook Inlet,1.5727283033402601
None,2008.0,Southeast,1.6976520504839117
None,2008.0,NA,1.2876896228970294
None,2009.0,Alaska Peninsula,1.4623437570386038
None,2009.0,Bristol Bay,1.0452704797925465
None,2009.0,Kodiak,1.528992110180174
None,2009.0,PWS/Cook Inlet,1.5340379914901643
None,2009.0,Southeast,1.8232371042804079
None,2009.0,NA,NaN
None,2010.0,Alaska Peninsula,1.452365463904358
None,2010.0,Bristol Bay,1.0726362779426726
None,2010.0,Kodiak,1.6248553552128076
None,2010.0,PWS/Cook Inlet,1.533896115404982
None,2010.0,Southeast,1.8646925885120973
None,2010.0,NA,1.7220476805945173
None,2011.0,Alaska Peninsula,1.5261526235565515
None,2011.0,Bristol Bay,1.0466505301537492
None,2011.0,Kodiak,1.593131249844833
None,2011.0,PWS/Cook Inlet,1.35344755735334
None,2011.0,Southeast,1.8325954442974806
None,2011.0,NA,1.538858014922827
None,2012.0,Alaska Peninsula,1.4515971154443037
None,2012.0,Bristol Bay,1.0833187925618335
None,2012.0,Kodiak,1.5824301363930058
None,2012.0,PWS/Cook Inlet,1.445192441589144
None,2012.0,Southeast,1.8161325817700857
None,2012.0,NA,1.5206737804616302
None,2013.0,Alaska Peninsula,1.4118215753858108
None,2013.0,Bristol Bay,1.0669387560529326
None,2013.0,Kodiak,1.4703951518238627
None,2013.0,PWS/Cook Inlet,1.4290087677613112
None,2013.0,Southeast,1.8425877068001757
None,2013.0,NA,1.472848854504131
None,2014.0,Alaska Peninsula,1.3803679517792824
None,2014.0,Bristol Bay,1.073806931013727
None,2014.0,Kodiak,NaN
None,2014.0,PWS/Cook Inlet,1.352132454785738
None,2014.0,Southeast,1.8671707753989837
None,2014.0,NA,1.4661906323576586
Salmon,1985.0,Alaska Peninsula,1.145946712947411
Salmon,1985.0,Bristol Bay,1.00031139986266
Salmon,1985.0,Kodiak,1.2829215139048515
Salmon,1985.0,PWS/Cook Inlet,1.126825717187169
Salmon,1985.0,Southeast,1.2191191698991048
Salmon,1985.0,NA,1.103656818970047
Salmon,1986.0,Alaska Peninsula,1.155647180235757
Salmon,1986.0,Bristol Bay,1.028250866207476
Salmon,1986.0,Kodiak,1.2967445331714424
Salmon,1986.0,PWS/Cook Inlet,1.1288175231546675
Salmon,1986.0,Southeast,1.2708482372181966
Salmon,1986.0,NA,1.1398221814236233
Salmon,1987.0,Alaska Peninsula,1.2553249828905273
Salmon,1987.0,Bristol Bay,1.0321928338636899
Salmon,1987.0,Kodiak,1.3430764280499952
Salmon,1987.0,PWS/Cook Inlet,1.2143369310318233
Salmon,1987.0,Southeast,1.3149526032374288
Salmon,1987.0,NA,NaN
Salmon,1988.0,Alaska Peninsula,1.25062516100473
Salmon,1988.0,Bristol Bay,1.0616728917948672
Salmon,1988.0,Kodiak,1.3450095128538089
Salmon,1988.0,PWS/Cook Inlet,1.1750799750623602
Salmon,1988.0,Southeast,1.277065461530515
Salmon,1988.0,NA,1.1825977575433486
Salmon,1989.0,Alaska Peninsula,1.2271653460571998
Salmon,1989.0,Bristol Bay,1.0571273125693146
Salmon,1989.0,Kodiak,1.2821799337291524
Salmon,1989.0,PWS/Cook Inlet,1.0944357660374808
Salmon,1989.0,Southeast,1.2922192884166215
Salmon,1989.0,NA,NaN
Salmon,1990.0,Alaska Peninsula,1.1331459341985464
Salmon,1990.0,Bristol Bay,1.0885186287273576
Salmon,1990.0,Kodiak,1.3209166975768478
Salmon,1990.0,PWS/Cook Inlet,1.1298556875445183
Salmon,1990.0,Southeast,1.2728595984345492
Salmon,1990.0,NA,1.2399642476290174
Salmon,1991.0,Alaska Peninsula,1.1685292788409307
Salmon,1991.0,Bristol Bay,1.1055006033574457
Salmon,1991.0,Kodiak,1.3941518733964338
Salmon,1991.0,PWS/Cook Inlet,1.2177423899879514
Salmon,1991.0,Southeast,1.3185813812132514
Salmon,1991.0,NA,1.239830196757467
Salmon,1992.0,Alaska Peninsula,1.1736296510078312
Salmon,1992.0,Bristol Bay,1.0738389794630854
Salmon,1992.0,Kodiak,1.409306593235254
Salmon,1992.0,PWS/Cook Inlet,1.2773617805022426
Salmon,1992.0,Southeast,1.3196272756398701
Salmon,1992.0,NA,1.2598202652971988
Salmon,1993.0,Alaska Peninsula,1.1368880608030973
Salmon,1993.0,Bristol Bay,1.0192868038395981
Salmon,1993.0,Kodiak,1.380081857629291
Salmon,1993.0,PWS/Cook Inlet,1.2771231622221495
Salmon,1993.0,Southeast,1.3329065987670057
Salmon,1993.0,NA,1.26938096047583
Salmon,1994.0,Alaska Peninsula,1.140485154756404
Salmon,1994.0,Bristol Bay,1.0244445167035918
Salmon,1994.0,Kodiak,1.3817741877483876
Salmon,1994.0,PWS/Cook Inlet,1.3058634237785425
Salmon,1994.0,Southeast,1.361232805752227
Salmon,1994.0,NA,1.185700756198579
Salmon,1995.0,Alaska Peninsula,1.2210643350588715
Salmon,1995.0,Bristol Bay,1.0195550590062548
Salmon,1995.0,Kodiak,1.3409449061869563
Salmon,1995.0,PWS/Cook Inlet,1.2947725408935282
Salmon,1995.0,Southeast,1.316688770519712
Salmon,1995.0,NA,1.1777552962951603
Salmon,1996.0,Alaska Peninsula,1.231029689246455
Salmon,1996.0,Bristol Bay,1.03517161560598
Salmon,1996.0,Kodiak,1.3329566364441165
Salmon,1996.0,PWS/Cook Inlet,1.2342191501225717
Salmon,1996.0,Southeast,1.3189504784389703
Salmon,1996.0,NA,1.1966779141777677
Salmon,1997.0,Alaska Peninsula,1.2284686437527097
Salmon,1997.0,Bristol Bay,1.01516792230407
Salmon,1997.0,Kodiak,1.3693093092183064
Salmon,1997.0,PWS/Cook Inlet,1.234205767117103
Salmon,1997.0,Southeast,1.3405758795384328
Salmon,1997.0,NA,1.213604655457258
Salmon,1998.0,Alaska Peninsula,1.223696063904374
Salmon,1998.0,Bristol Bay,1.0158964255082794
Salmon,1998.0,Kodiak,1.3455909846001655
Salmon,1998.0,PWS/Cook Inlet,1.2038795130767292
Salmon,1998.0,Southeast,1.3683423472864034
Salmon,1998.0,NA,1.2345070627197705
Salmon,1999.0,Alaska Peninsula,1.215481808366132
Salmon,1999.0,Bristol Bay,1.0477459494132266
Salmon,1999.0,Kodiak,1.2772713723135476
Salmon,1999.0,PWS/Cook Inlet,1.2079702359157567
Salmon,1999.0,Southeast,1.3514139924107935
Salmon,1999.0,NA,NaN
Salmon,2e3,Alaska Peninsula,1.2099424733350654
Salmon,2e3,Bristol Bay,1.0305956196632042
Salmon,2e3,Kodiak,1.2717872072716387
Salmon,2e3,PWS/Cook Inlet,1.213246551484874
Salmon,2e3,Southeast,1.3184950480033784
Salmon,2e3,NA,1.2888712984528246
Salmon,2001.0,Alaska Peninsula,1.231139868732314
Salmon,2001.0,Bristol Bay,1.017805162811137
Salmon,2001.0,Kodiak,1.3411363627473878
Salmon,2001.0,PWS/Cook Inlet,1.1642019845918066
Salmon,2001.0,Southeast,1.3186590614666576
Salmon,2001.0,NA,1.245433216197179
Salmon,2002.0,Alaska Peninsula,1.217534110285989
Salmon,2002.0,Bristol Bay,1.039610246151263
Salmon,2002.0,Kodiak,NaN
Salmon,2002.0,PWS/Cook Inlet,1.150966628799188
Salmon,2002.0,Southeast,1.3238538673436837
Salmon,2002.0,NA,1.2742497502365155
Salmon,2003.0,Alaska Peninsula,1.2167083258724178
Salmon,2003.0,Bristol Bay,1.037367018133806
Salmon,2003.0,Kodiak,1.3222477507641088
Salmon,2003.0,PWS/Cook Inlet,1.1537041695169175
Salmon,2003.0,Southeast,1.3301826794552507
Salmon,2003.0,NA,1.3146398591178012
Salmon,2004.0,Alaska Peninsula,1.1960434751627473
Salmon,2004.0,Bristol Bay,1.0327552189307416
Salmon,2004.0,Kodiak,1.328235448822036
Salmon,2004.0,PWS/Cook Inlet,1.1492549100539218
Salmon,2004.0,Southeast,NaN
Salmon,2004.0,NA,1.3286808125697036
Salmon,2005.0,Alaska Peninsula,1.1769118717931122
Salmon,2005.0,Bristol Bay,1.0004668509768335
Salmon,2005.0,Kodiak,1.284365783643185
Salmon,2005.0,PWS/Cook Inlet,1.127160378856329
Salmon,2005.0,Southeast,1.2522420587226921
Salmon,2005.0,NA,1.0706401774073657
Salmon,2006.0,Alaska Peninsula,1.1720821729999917
Salmon,2006.0,Bristol Bay,1.0
Salmon,2006.0,Kodiak,1.2965443557462786
Salmon,2006.0,PWS/Cook Inlet,1.1588580172838716
Salmon,2006.0,Southeast,1.2341775233849197
Salmon,2006.0,NA,1.0654118180624366
Salmon,2007.0,Alaska Peninsula,1.1402558506155527
Salmon,2007.0,Bristol Bay,1.0
Salmon,2007.0,Kodiak,1.3078430862811208
Salmon,2007.0,PWS/Cook Inlet,1.181515713640662
Salmon,2007.0,Southeast,1.2350540962901257
Salmon,2007.0,NA,1.0603705071324243
Salmon,2008.0,Alaska Peninsula,1.1445044397578876
Salmon,2008.0,Bristol Bay,1.0
Salmon,2008.0,Kodiak,1.3684368674729206
Salmon,2008.0,PWS/Cook Inlet,1.2129592204012412
Salmon,2008.0,Southeast,1.2223698502582927
Salmon,2008.0,NA,1.0729464348417308
Salmon,2009.0,Alaska Peninsula,1.231663053430086
Salmon,2009.0,Bristol Bay,1.0076024547585283
Salmon,2009.0,Kodiak,1.3389981647997704
Salmon,2009.0,PWS/Cook Inlet,1.2022481022156302
Salmon,2009.0,Southeast,1.2851225130881043
Salmon,2009.0,NA,1.20434594852276
Salmon,2010.0,Alaska Peninsula,1.2140209220657234
Salmon,2010.0,Bristol Bay,1.0
Salmon,2010.0,Kodiak,1.3258514447277217
Salmon,2010.0,PWS/Cook Inlet,1.1919320038422423
Salmon,2010.0,Southeast,1.2746762790711774
Salmon,2010.0,NA,1.179105385028726
Salmon,2011.0,Alaska Peninsula,1.301347921575682
Salmon,2011.0,Bristol Bay,1.0129236014481164
Salmon,2011.0,Kodiak,1.3412764983433059
Salmon,2011.0,PWS/Cook Inlet,1.1849923975900492
Salmon,2011.0,Southeast,1.2900266413856774
Salmon,2011.0,NA,1.1993287422443257
Salmon,2012.0,Alaska Peninsula,1.3258211850233912
Salmon,2012.0,Bristol Bay,1.0059711971412748
Salmon,2012.0,Kodiak,1.3454776024605917
Salmon,2012.0,PWS/Cook Inlet,1.1891125489676673
Salmon,2012.0,Southeast,1.290258753219314
Salmon,2012.0,NA,1.1941878691185979
Salmon,2013.0,Alaska Peninsula,1.223626483454286
Salmon,2013.0,Bristol Bay,1.0067268259518907
Salmon,2013.0,Kodiak,1.3266285086219736
Salmon,2013.0,PWS/Cook Inlet,1.2066865055079108
Salmon,2013.0,Southeast,1.2968202073764423
Salmon,2013.0,NA,1.182202362522274
Salmon,2014.0,Alaska Peninsula,1.2211225574376965
Salmon,2014.0,Bristol Bay,1.0000267566951717
Salmon,2014.0,Kodiak,NaN
Salmon,2014.0,PWS/Cook Inlet,1.1827871252926343
Salmon,2014.0,Southeast,1.2901976348318613
Salmon,2014.0,NA,1.2301963800399094
